952.051025390625,1224.72436523437,1196.109375,1217.27844238281,1300.33752441406,1259.66296386719,1052.361328125,1428.751953125,1245.35961914063,1441.10083007813,1198.32897949219,1016.77532958984,1147.84008789063,1230.55529785156,1500.20678710938,1622.89831542969,1520.24914550781,1856.87060546875,1573.67211914063,1355.76745605469,1290.82299804688,1235.58666992188
1214.5322265625,1301.76501464844,1266.41381835938,1268.20092773438,1376.46008300781,1366.318359375,1130.39575195313,1510.20593261719,1619.94445800781,1629.63073730469,1423.83459472656,1098.85754394531,1109.97644042969,1268.05053710938,1449.14428710938,1520.41979980469,1713.33520507813,1513.42651367188,1486.455078125,1404.05773925781,1465.93615722656,1315.58154296875
1238.11987304688,1211.11743164063,1307.94116210938,1341.37658691406,1310.04455566406,1452.83166503906,1477.51977539063,1187.40502929688,1610.82214355469,1696.220703125,1323.15283203125,1215.81005859375,1127.04650878906,1387.42565917969,1635.14892578125,1857.21850585938,1940.26000976563,1637.13317871094,1630.15087890625,1553.14282226563,1469.5576171875,1289.02233886719
1261.12512207031,1083.23645019531,1080.43518066406,1367.19458007813,1368.97473144531,1399.78796386719,1474.72924804688,1517.71496582031,1442.55944824219,1669.11340332031,1500.73352050781,1349.30725097656,1118.22717285156,1294.29846191406,1433.0068359375,1402.60522460938,1556.34167480469,2169.65063476562,2288.15698242187,1890.90576171875,1452.06433105469,1351.66418457031
1278.1748046875,972.761962890625,1369.79187011719,1336.58081054688,1388.60046386719,1231.62145996094,1430.58471679688,1553.81164550781,1573.13122558594,1634.45092773438,1542.18591308594,1335.57604980469,1359.05346679688,1261.38830566406,1289.68542480469,1422.78295898438,1496.90270996094,1567.82141113281,2009.02893066406,1642.8681640625,1476.31982421875,1346.18823242188
1297.35070800781,1337.10546875,1284.92944335938,1153.66528320312,1404.05932617188,1476.599609375,1425.78930664063,1506.19030761719,1566.84594726563,1579.4560546875,1381.76257324219,1445.29614257813,1378.13293457031,1451.71594238281,1588.3974609375,1351.708984375,1433.578125,1602.36254882813,2090.83569335937,2158.31103515625,1601.205078125,1412.60107421875
1204.91320800781,1369.28479003906,1450.55578613281,1147.78063964844,1435.72119140625,1507.05358886719,1524.02600097656,1542.28112792969,1590.591796875,1577.82409667969,1361.38623046875,1325.51013183594,1369.888671875,1300.86071777344,1435.58801269531,1478.28686523438,1675.98168945313,1694.99365234375,2162.36474609375,2457.99096679688,1822.93505859375,1495.328125
1389.34680175781,1383.49645996094,1275.5048828125,1334.85888671875,1276.56701660156,1287.03161621094,1433.43298339844,1544.35729980469,1722.20593261719,1530.56274414063,1428.46960449219,1504.37353515625,1434.49194335938,1418.62902832031,1519.54724121094,1608.95983886719,1795.78149414063,1804.04919433594,2810.77197265625,2371.2216796875,1808.08459472656,2113.60107421875
1451.45764160156,1462.00524902344,1434.5302734375,1488.54870605469,1487.75939941406,1263.31469726563,1313.802734375,1406.52197265625,1549.52087402344,1513.25830078125,1788.85766601563,1754.89868164063,1665.44104003906,1586.09411621094,1655.34252929688,1851.92932128906,2197.53515625,2741.30932617187,2444.48413085937,2202.09985351562,2081.3359375,1886.83703613281
1430.07238769531,1455.51098632813,1482.3388671875,1471.15625,1501.46557617188,1447.93603515625,1599.91027832031,1435.55297851562,1458.96374511719,1493.44567871094,1870.18200683594,2160.98657226562,1640.26342773438,1636.35559082031,1973.12036132813,1925.7294921875,2925.31274414062,2741.1455078125,2541.1845703125,2304.70849609375,2214.9599609375,2027.6162109375
1461.57531738281,1437.03967285156,1299.57287597656,1423.11206054688,1399.95471191406,1536.25805664063,1561.11303710938,1503.59484863281,1487.06994628906,1462.8671875,1731.87219238281,2047.20764160156,1862.00671386719,1747.48364257813,2178.17431640625,2743.32275390625,2888.71313476562,2619.43115234375,2424.60498046875,2234.3076171875,1999.201171875,1712.00378417969
1465.56494140625,1433.29089355469,1303.12438964844,1327.40173339844,1382.74841308594,1486.09594726563,1621.19506835938,1825.14013671875,1896.92614746094,1669.62475585938,1780.22094726563,1999.59973144531,2514.93994140625,2343.31298828125,2351.68481445312,2385.35375976562,2428.25854492188,2632.345703125,2395.17797851562,2235.294921875,2099.57861328125,1768.34680175781
